Name,Address,Neighborhood,Nearest Airport,Size,Room Style,Vibe,Icon Tags,Description,Insider Tip,Virtuoso Traveler Receives,At the Hotel,Reviews
"Fairmont Peace Hotel, Shanghai","20 Nan Jing Road East, Shanghai, China",,Hongqiao (SHA) - 10 mi/16 km,270 rooms,Classic,Sophisticated,"City Life, Landmarks, Local Immersion","First opened in 1929, Fairmont Peace Hotel, Shanghai was celebrated as the number-one mansion in the Far East. Known as the Cathay Hotel at the time, it had a prime spot and plush amenities that attracted celebrities and expats, especially at its renowned Old Jazz Bar. Today, the 270-room hotel offers the same allure, but updated, as evidenced by the indulgent Willow Stream Spa and its skylit pool. The Cathay Room offers modern European cuisine with picturesque views of the Bund and the Pudong skyline; Dragon Phoenix is the city’s premier Chinese restaurant; and the beloved Jazz Bar still serves lively tunes and timeless cocktails.",Things really get swinging at the Saturday Tea Dance and Sunday Tea Jazz in the hotel’s Jasmine Lounge.,"Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily Breakfast for up to two guests per bedroom, served in Jasmine Lounge
- $100 USD Equivalent Hotel Credit applicable towards Food & Beverage or SPA services, to be utilized during stay (not combinable, no cash value if not redeemed in full)
- One complimentary non-alcoholic drink per guest per stay at The Jazz Bar, for up to two guests per room per stay
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- 24-hour Security
- Air Conditioning
- Banquet Facilities
- Business Center
- Club Floor
- Complimentary Parking
- Conference Facilities
- Connecting Rooms
- Internet Access
- Lounge/Bar
- Meal Plans Available
- Multi-lingual Staff
- Parking
- Restaurant
- Shopping
- Wheelchair Accessible
In Your Room
- Bathrobes
- Butler Service
- Complimentary Coffee/Tea
- Complimentary Newspaper
- Hair Dryer
- Iron/Ironing Board
- Mini Bar
- Safe
- Slippers
Recreation
- Fitness Center
- Jacuzzi/Whirlpool
- Pool
- Sauna
- Spa
Services
- Babysitting Services
- Concierge Desk
- House Safe
- Laundry/Dry Cleaning/Pressing
- Valet Parking
- Wedding Services
","{'recommended_percentage': '100', 'reviews': [{'recommended': True, 'review_date': '01 Jun 2018', 'headline': 'Historical Shanghai', 'reviewer_name': 'By: Sunny', 'review_content': 'An amazing room welcomed us to Fairmont Peace Hotel.  Thank goodness that this historical hotel has been lovingly kept alive and up-to-date.  The famous Jazz Bar was great fun, the breakfast buffet went on and on and the location on the Bund was perfect for exploring.'}]}"
Fairmont Royal Palm Marrakech,"BP&#xA0;2470&#xA0;Km&#xA0;12&#xA0;route&#xA0;d&#x2019;Amizmiz , Marrakech, Morocco",,Menara (RAK) - 5 mi/8 km,134 rooms,Eclectic,Sophisticated,"Golf, Wellness, Local Immersion","The Fairmont Royal Palm earns every ounce of its six-star rating, boasting 134 opulent guest rooms, suites, and villas (none smaller than 775 square feet). Tee-off at a premier golf and country club overlooking the Atlas Mountains and dine at sophisticated venues that feature both traditional Moroccan and international fare. Be sure to check out the resort’s nearly 38,000-square-foot spa, which is designed like a modern riad, and its endless roster of treatments, massages, and hammam rituals.",A Prince Villa – complete with private courtyard and pool – offers total privacy and relaxation with room for the whole family.,"Virtuoso travelers receive:

- Upgrade   on arrival, subject to availability
- Daily Buffet Breakfast for up to two guests per bedroom
- Complimentary 50-minute massage for up to two guests, once during   stay (must have minimum value of $100 USD equivalent)
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- 24-hour Security
- Air Conditioning
- Banquet Facilities
- Business Center
- Children's Programs
- Complimentary Parking
- Conference Facilities
- Connecting Rooms
- Culinary Program
- Internet Access
- Lounge/Bar
- Parking
- Pet Friendly
- Restaurant
- Shopping
- Villas
In Your Room
- Bathrobes
- Complimentary Coffee/Tea
- Complimentary Newspaper
- Hair Dryer
- Iron/Ironing Board
- Safe
- Slippers
Recreation
- Fitness Center
- Golf
- Jacuzzi/Whirlpool
- Pool
- Sauna
- Spa
- Tennis Courts
Services
- Babysitting Services
- Car Rental Desk
- Concierge Desk
- Currency Exchange
- Laundry/Dry Cleaning/Pressing
- Room Service
- Room Service 24-hours
- Salon
- Shoeshine Service
- Turndown Service
- Valet Parking
- Wakeup Calls
- Wedding Services
",{}
Fairmont Royal Pavilion,"St. James, Porters, Barbados",,,,,,"Golf, Beach, Seclusion","Celebrate the Fairmont Royal Pavilion’s new look, complete with restored guest rooms, each with an unobstructed ocean view - right from the Terrace or wooden deck. This is the only premier resort on the Barbados Platinum Coast that is directly on the sand and build along the 1/2 a mile of beach stretch. Standing out among the recently transformed accommodations are the Beachfront Suites, with extended wooden decks and beach access. The three-bedroom villa is perfect for families and friends traveling together; kids are welcome year-round at the resort. All rooms and suites include airport fast track and concierge service upon arrival.",,,,{}
Fairmont Royal York,"100 Front Street West, Toronto, Ontario, Canada",,,,,,"Local Immersion, Landmarks, City Life","Originally opened in 1929, the Chateauesque-styled Fairmont Royal York has been glamorously updated, hosting notable events and just-as-notable guests. The 1,343 rooms and suites feature high-end details such as marble bathrooms and in-room bars (fully stocked at your request), while REIGN Restaurant + Bar + Bakery serves up everything from sustainably farmed and foraged cuisine to freshly baked pastries. Meet for pre-dinner drinks at Clockwork Champagne & Cocktails, offering a tempting menu of bubbly bevies and light bites.",,,,{}
Fairmont San Francisco,"950 Mason Street, San Francisco, California, United States",,,,,,"Local Immersion, City Life, Landmarks","The world-class Fairmont San Francisco, perched atop Nob Hill, is centrally located in the heart of the city, providing guests with breathtaking views and easy access to renowned attractions. This landmark crown jewel of the City by the Bay offers guest rooms and suites with stylish furnishings and updated interiors, revitalizing the already stunning, classic yet contemporary accommodations. The hotel's two dining venues feature exciting menus. Tonga Room & Hurricane Bar highlights family-style meals and Polynesian-fusion plates, while Laurel Court Restaurant & Bar emphasizes fresh, seasonable California coastal cuisine.",,,,{}
Fairmont Scottsdale Princess,"7575 East Princess Drive, Scottsdale, Arizona, United States",,,,,,"Local Immersion, Wellness, Golf","Experience the Southwest in Five Diamond style at the Fairmont Scottsdale Princess set amid the bright-green cottonwoods and majestic purple mountains in the Valley of the Sun. Fairmont Scottsdale offers the highly acclaimed Well & Being Spa with rooftop swimming pool and waterfall grotto plus two championship golf courses at TPC Scottsdale. Six pools and four signature restaurants vie for your attention, including Bourbon Steak, masterminded by Michael Mina; La Hacienda by Richard Sandoval; Toro Latin Restaurant and Rum Bar at TPC Scottsdale; and Ironwood American Kitchen. Don’t miss the newly renovated guest rooms and Princess Pool!",,,,{}
Fairmont Sonoma Mission Inn & Spa,"100 Boyes Blvd., Sonoma, California, United States",,,,,,"Golf, Local Immersion, Wellness","Fairmont Sonoma Mission Inn & Spa is one of the few hotels in the United States that feature natural mineral hot springs flowing into their pools and spa. The Bathing Ritual is a must, as are the signature KUR treatments in the Willow Stream Spa. Many guest rooms offer fireplaces, balconies, or patios. Play the private 18-hole championship golf course, available to hotel guests and members only; join a water yoga class or daily guided morning hike; or follow one of the concierge-designed tours of Sonoma. Enjoy daily complimentary winetasting in the cozy lobby before your dinner of signature California cuisine at Santé Restaurant.",,,,{}
Fairmont Southampton,"101 South Shore Road, Southampton, Southampton, Bermuda",,,,,,"Golf, Beach, Wellness","At sunny Fairmont Southampton, there’s so much to do, you’ll be aching for more days at the end of your stay. Golfers adore the 18-hole, executive par-3 Turtle Hill Golf Club overlooking the South Shore. Those searching for relaxation flock to the Willow Stream Spa, while more active types head for the shores to go snorkeling or scuba diving at the private pink-sand beach. With stunning sunset views, dine at the Ocean Club, which specializes in – what else? – perfectly fresh seafood. Enjoy the added perk of the complimentary ferry that will take you into town to enjoy the shops, restaurants, and nightlife of downtown Hamilton.",,,,{}
Fairmont St Andrews,"Fairmont St Andrews, Fife, Scotland, Saint Andrews, United Kingdom",,Turnhouse (EDI) - 34 mi/55 km,210 rooms,Classic,Casual,"Local Immersion, Golf, Wellness","Clifftop views over Saint Andrews and the North Sea are reason enough to stay at Fairmont St Andrews. In the birthplace of golf, practice your swing on the resort’s two challenging, links-style courses. Then, work the kinks out with a signature treatment in the spa. Guests can take a stroll around the 520-acre estate, accessing the Fife Coastal Path and exploring ancient ruins; or go kilt shopping along Saint Andrews’ cobbled streets. Smart tartan touches add a sense of place to the 211 spacious guest rooms plus two four-bedroom manor homes. Dining options include the Italian La Cucina and the award-winning St Andrews Bar & Grill.","Take the family on a Blown Away adventure on the expansive West Sands of Saint Andrews. Suitable for all ages; have fun land-yachting, beach kayaking, and participating in beach Olympics!","Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily breakfast for up to two guests per bedroom
- $100 USD equivalent Food & Beverage credit to be utilized during stay (not combinable, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out, subject to availability
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

",{}
Fairmont The Norfolk,"Harry Thuku Road, P.O. Box 58581, Nairobi, Kenya",,,,,,"City Life, Landmarks, Seclusion","Founded in 1904 and still the traditional starting point for safaris, Fairmont The Norfolk has been host to European colonists, heads of state, dukes, and other royalty through the years. Indeed, modern Nairobi has grown up and around The Norfolk, whose 170 guest rooms and suites provide a well-appointed base from which its guests explore city sights, such as the elephant orphanage or the Giraffe Centre in nearby Langata. Three hotel restaurants offer dining diversity – try a prized vintage on the cozy terrace of Cin Cin Bar, then head to Tatu Restaurant for premium Kenyan Angus beef.",,,,{}
Fairmont The Queen Elizabeth,"900 Rene Levesque Boulevard West, Montreal, Quebec, Canada",,,,,,"Local Immersion, Landmarks, City Life","Totally reinvented, Fairmont The Queen Elizabeth opens onto the downtown core, revealing spectacular views and reflecting the city’s joie de vivre. Home to the famous John Lennon & Yoko Ono Suite, where the couple held one of their Bed-Ins for Peace in 1969, the hotel pays tribute to its past. The 950 well-appointed rooms await, including 100 suites. Amenities include dedicated concierge service; Nacarat, a signature cocktail bar; Kréma, a cozy coffee lounge; Rosélys, a lively bistro; Marché Artisans, a unique urban market; an expanded wellness center; and a new spa. The Queen E is a unique property with history and style.",,,,{}
Fairmont Tremblant,"3045 Chemin de la Chapelle, Mont-tremblant, Quebec, Canada",,Montréal–Pierre Elliott Trudeau International (YUL) - 65 mi/105 km,312 rooms,Classic,Casual,"Ski, Adventure, Wellness","A prime destination for outdoor adventures, Tremblant’s landmark ski-in/ski-out hotel provides the perfect alpine getaway. Set at the foot of the Tremblant peaks, Fairmont Tremblant has alpine glamour, French flair, and personalized services.  Tremblant’s finest resort hotel offers exceptional culinary experiences; an abundance of activities that include alpine skiing, golfing, hiking, and mountain biking; and a five-star spa. The 314 guest rooms offer high-end amenities, many with views over Mont-Tremblant or Tremblant Lake. Enjoy the pedestrian village or the Laurentian playground – recognized as Québec’s largest national park!","Discover the new Fairmont Gold and outdoor pool terrace. The Fairmont Gold Lounge offers sweeping views of the majestic ski slopes, and the revitalized outdoor pool terrace is a modern wellness oasis.","Virtuoso travelers receive:

- Upgrade on arrival, subject to availability
- Daily Breakfast for up to two guests per bedroom
- $100 USD equivalent Food & Beverage credit to be utilized during stay (not combinable, not valid on room rate, no cash value if not redeemed in full)
- Early Check-In / Late Check-Out
- Complimentary Wi-Fi

Note: Many of these perks and amenities are only available when you book your stay through a Virtuoso travel advisor.","At the Hotel

Features
- 24-hour Security
- Air Conditioning
- Banquet Facilities
- Business Center
- Conference Facilities
- Connecting Rooms
- Internet Access
- Lounge/Bar
- Multi-lingual Staff
- Parking
- Pet Friendly
- Restaurant
- Wheelchair Accessible
In Your Room
- Bathrobes
- Complimentary Coffee/Tea
- Complimentary Newspaper
- Hair Dryer
- Iron/Ironing Board
- Safe
Recreation
- Bicycle Rental
- Fitness Center
- Golf
- Horseback Riding
- Jacuzzi/Whirlpool
- Pool
- Sauna
- Skiing
- Snow Sports
- Spa
- Tennis Courts
- Water Sports
Services
- Babysitting Services
- Concierge Desk
- Currency Exchange
- House Safe
- Laundry/Dry Cleaning/Pressing
- Room Service
- Turndown Service
- Valet Parking
- Wakeup Calls
- Wedding Services
","{'recommended_percentage': '83', 'reviews': [{'recommended': False, 'review_date': '06 Mar 2020', 'headline': 'Tremblant', 'reviewer_name': 'By: Jj', 'review_content': 'The Fairmont Tremblant has a great location, but for the price I can not recommend it. The service was worse than a roadside motel. It is not the French coolness. I have traveled frequently to Quebec and to Paris and experienced a few off-putting waiters or staff, but the service we experienced at the Fairmont was by far the worst. The property was not well cleaned, robes were not placed in the rooms, and staff were openly hostile when asked for something. I think they were overwhelmed by the volume of guests and have poor customer service training.'}, {'recommended': True, 'review_date': '26 Feb 2020', 'headline': 'Best accommodations', 'reviewer_name': 'By: Alex', 'review_content': 'This resort was first class. The staff were extremely helpful. The manager of the restaurants was very personable and helped us make a few reservations. The ski equipment rental folks were quick and efficient. And the concierge was awesome in helping us with questions and booking events.'}, {'recommended': True, 'review_date': '10 Aug 2018', 'headline': 'Canada trip', 'reviewer_name': 'By: p&t', 'review_content': 'Casual hotel, good service, particularly suited to families with children.'}, {'recommended': True, 'review_date': '07 Feb 2018', 'headline': 'Fairmont tremblant', 'reviewer_name': 'By: Shandi', 'review_content': 'This hotel is typical of most Fairmonts.  The location on the mountain is amazing, with very helpful ski valet, ticketing services and rental services.  Ski-in, ski-out is great.  The hot tub and pool area is fantastic.  The staff was very friendly and helpful, especially the concierge staff.  The rooms are small (even in the suites) and a bit dated.  Otherwise we had a fantastic experience.'}]}"
